date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"September 26, 1926",00:00,-,-,New York - Paris,Sikorsky S-25,-,-,0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,New York, New York,Commercial,5.0,4.0,1.0,2.0,2.0,0.0,overweight
"October 02, 1926",00:00,Air Union,-,Paris - London,Bleriot 155,F- AICQ,1,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",Leigh Kent ,Unied Kingdom,Commercial,7.0,5.0,2.0,7.0,5.0,2.0,caught fire
"October 08, 1926",00:00,Deutsche Lufthansa,-,-,Fokker FG III,D-468,1554,0,Weather related.,Bueren, Germany,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,unknown
"October 21, 1926",13:15,Imperial Airways,-,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",English Channel,-,Commercial,12.0,10.0,2.0,0.0,0.0,0.0,engine failure
"November 11, 1926",08:00,Grands Express Aeriens,-,Casablanca -Dakar,Breguet 14,F-AFAX,198,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",Cape Bojador, Morocco,Commercial,3.0,3.0,0.0,3.0,3.0,0.0,engine failure
"December 16, 1926",00:00,Pacific Air Transport,-,-,Ryan M-1,2,-,0,The postal plane crashed into a mountain slope in foggy conditions.,Medford, Oregon,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"January 12, 1927",00:00,Fokker,-,Delivery flight,Fokker F-VII,G-EBPL,4938,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,Estaires, France,Commercial,0.0,0.0,2.0,0.0,0.0,2.0,weather
"March 20, 1927",00:00,Grands Express Aeriens,-,Casablanca - Oran,Breguet 14,F-ALRA,-,0,Unknown.,Rabat, Morocco,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"March 24, 1927",00:00,Qantas,-,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,0,"While attempting to land, the engine failed, the aircraft stalled and crashed.",Tambo Qld ,Australia,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,engine failure
"April 15, 1927",00:00,Varney Air Lines,-,-,SwallowSwallow,-,A28,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,King Hill, Idaho,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,engine failure
"April 22, 1927",00:00,Deutsche Lufthansa,-,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,0,Crashed following engine failure.,Floh, Germany,Commercial,2.0,1.0,1.0,2.0,1.0,1.0,engine failure
"April 22, 1927",00:00,US Aerial Mail Service,-,-,Douglas M-4,626,-,0,-,Goshen, Indiana,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"May 02, 1927",00:00,Air Union,-,-,SPCA Meteore 63,F-AIFN,-,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,Algiers, Algeria,Commercial,3.0,0.0,3.0,1.0,0.0,1.0,engine failure
"July 27, 1927",00:00,Deutsche Lufthansa,-,Kassel - Frankfurt,Junkers F-13,D-206,591,0,Crashed after experiencing engine failure and attempting to make a forced landing.,Amoneburg, Germany,Commercial,5.0,3.0,2.0,5.0,3.0,2.0,engine failure
"August 22, 1927",08:30,KLM Royal Dutch Airlines,-,Croydon - Schiphol,Fokker F-VIII,H-NADUH-NADU,4993,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",Sevenoaks, England,Commercial,11.0,9.0,2.0,1.0,0.0,1.0,engine failure
"September 03, 1927",00:00,Colonial Air Transport,-,-,Fokker Universal,NC52  NC52,405,0,The postal plane crashed for unknown reasons.,Willington, Connecticut,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"September 17, 1927",00:00,Reynolds Airways,-,Sightseeing,Fokker F-VII,NC776,4840,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,Hadley, New Jersey,Commercial,12.0,11.0,1.0,7.0,6.0,1.0,engine failure
"September 17, 1927",04:05,Private,-,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",Atlantic Ocean,-,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,unknown
"September 23, 1927",10:00,Deutsche Lufthansa,-,Berlin - Munich,Dornier Merkur,D-585,075,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,Schleiz, Germany,Commercial,6.0,4.0,2.0,6.0,4.0,2.0,engine failure
"October 06, 1927",00:00,Lignes Aeriennes Latecoere,-,Saint Louis - Dakar,Breguet 14,F-AGBN,229,0,The plane crashed while attempting to land at Dakar.,Thies, Mauritania,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,landing or taking off
"October 30, 1927",00:00,Colonial Air Transport,-,-,Fairchild FC-2,-,20,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,New Brunswick, New Jersey,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,unknown
"November 08, 1927",00:00,CIDNA,-,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,0,The mail plane crashed shortly after taking off.,Strasburg, France,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,landing or taking off
"November 16, 1927",00:00,Aero O-Y,-,Tallinn - Helsinki,Junkers F-13,K-SALD,798,0,Crashed in the gulf of Finland and never found.,Over the Gulf of Finland,-,Commercial,6.0,4.0,2.0,6.0,4.0,2.0,unknown
"November 29, 1927",00:00,National Air Transport,-,-,Douglas M-4,NC62  NC1062,PO641,0,The postal plane crashed at night in poor weather.,Corunna, Indiana,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"December 28, 1927",00:00,Aeropostale,-,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,0,A fire erupted aboard the mail plane while en route and crashed.,Almeria, Spain,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"December 31, 1927",00:00,Latecoere Airlines,-,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,0,"Suffered structural failure at an altitude of 1,000 ft.",Near Marseille,France,Commercial,5.0,0.0,5.0,5.0,0.0,5.0,engine failure
"January 08, 1928",00:00,Colonial Western Airlines,-,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,Near Canajoharie, New York,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,weather
"January 16, 1928",00:00,Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,0,The wing on the mail plane detached from the aircraft and crashed into the sea.,Solis, Uruguay,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"January 22, 1928",00:00,Aeropostale,-,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14, F-AHEQ,-,0,Crashed after experiencing mechanical difficulties.,L'Hospitalet, Ariège,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"January 22, 1928",00:00,Aeropostale,-,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,0,Crashed in unknown circumstances.,Tarragona, Spain,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"January 27, 1928",00:00,Aeropostale,-,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,Almeria, Spain,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,engine failure
"February 26, 1928",00:00,Boeing Air Transport,-,-,Boeing 40,NC280,891,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,Marquette, Nebraska,Commercial,2.0,1.0,1.0,1.0,1.0,0.0,unknown
"March 11, 1928",00:00,Air Union,-,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,0,Crashed into the sea while delivering mail in poor weather.,Off Cape Griz Nez, France,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,weather
"April 17, 1928",00:00,Boeing Air Transport,-,-,Boeing 40,NC282NC282,893,0,Spatial disorientation after entering a snowstorm.,Federal, Wyoming,Commercial,2.0,1.0,1.0,1.0,1.0,0.0,weather
"April 19, 1928",00:00,Iberia Airlines,-,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,0,Crashed into a field after getting lost in fog.,Minuesa, Spain,Commercial,9.0,7.0,2.0,9.0,7.0,2.0,weather
"May 07, 1928",00:00,Aeropostale,-,-,Latecoere 26,F-AIMQ,671,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,Florianopolis BrazilFlorianopolis BrazilFlorianopolis ,Brazil,Commercial,5.0,3.0,2.0,1.0,1.0,0.0,unknown
"May 12, 1928",00:00,Ford Air Freight Inc.,-,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,0,The cargo plane crashed on its inaugural flight. The pilot tried to become airborne without sufficient speed.,Dearborn, Minnesota,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"May 26, 1928",00:00,Deutsche Lufthansa,-,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.",Radevormwald, Germany,Commercial,5.0,4.0,1.0,3.0,2.0,1.0,weather
"June 14, 1928",00:00,Deutsche Lufthansa,-,-,AEGK,D-74,439,0,"The ""Viper"" crashed for unknown reasons.",Frankfurt, Germany,Commercial,5.0,4.0,1.0,5.0,4.0,1.0,unknown
"June 22, 1928",00:00,National Air Transport,-,Chicago - Dallas,Douglas M-4,NC1059,628,0,The mail plane flew into tornado like winds and crashed in a field.,Lebo, Kansas,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,unknown
"July 10, 1928",00:00,Aero O-Y,-,Tallinn - Helsinki,Junkers F-13,K-SALB,760,0,Crashed under unknown circumstances,Over the Gulf of Finland,-,Commercial,6.0,4.0,2.0,6.0,4.0,2.0,unknown
"July 13, 1928",00:00,Imperial Airways,-,Testing,Vickers 74 Vulcan,G-EBLB,9,0,Crashed to the ground shortly after taking off killing two men and two women.,Purley, England,Commercial,6.0,5.0,1.0,4.0,4.0,0.0,landing or taking off
"July 24, 1928",14:48,KLM Royal Dutch Airlines,-,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven.",Waalhaven, Netherlands,Commercial,6.0,5.0,1.0,1.0,1.0,0.0,unknown
"August 25, 1928",11:00,British Columbia Airways,-,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.,Near Port Townsend BC ,Canada,Commercial,7.0,5.0,2.0,7.0,5.0,2.0,weather
"September 02, 1928",09:15,CIDNA,-,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,5/4207,0,"After taking off the engine failed, the plane stalled and crashed.",Toul, France,Commercial,5.0,2.0,3.0,5.0,2.0,3.0,engine failure
"September 04, 1928",00:00,Qantas,-,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire.",Adelaide Hills, Australia,Commercial,2.0,0.0,2.0,1.0,0.0,1.0,weather
"September 04, 1928",11:30,National Parks Airways,-,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.",Pocatello, Idaho,Commercial,7.0,6.0,1.0,7.0,6.0,1.0,landing or taking off
"September 06, 1928",00:00,Deutsche Lufthansa,-,-,Fokker FG III,D-180,1531,0,Crashed due to engine failure.,Heroldbach, Germany,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,engine failure
"October 04, 1928",00:00,Aeropostale,-,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,F-AEEJF-AEEJ,159,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,",Gerona, Spain,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,weather
"October 18, 1928",00:00,National Air Transport,-,-,Douglas M-4,NC1064,658,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.,Polk, Pennsylvania,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"October 31, 1928",00:00,Air Union,-,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,0,The pilot attempted an emergency landing in a muddy field and crashed.,Valence, France,Commercial,2.0,1.0,1.0,1.0,0.0,1.0,landing or taking off
"November 15, 1928",00:00,Aeropostale,-,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,Off Gibraltar,-,Commercial,3.0,,3.0,1.0,0.0,1.0,weather
"November 24, 1928",00:00,Universal Airlines,-,Cleveland - Chicago,Hamilton H-47,NC7521,46,0,The mail plane crashed in a heavy snow storm.,Edgerton, Ohio,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,weather
"November 25, 1928",00:00,Continental Air Lines,-,Cleveland - Louisville,Travel Air 4000,NC5436,525,0,The mail plane crashed in a heavy snow storm,Edgerton, Ohio,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"November 25, 1928",00:00,National Air Transport,-,-,Douglas M-4,NC792,650,0,The mail plane crashed in a snow storm.,Bristolville, Ohio,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"December 01, 1928",10:00,Sunbeam Air Transport Co.,-,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,Spur, Texas,Commercial,5.0,4.0,1.0,5.0,4.0,1.0,unknown
"December 03, 1928",08:00,Syndicato Condor,-,Sightseeing,Dornier Wal,P-BACA,83,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",Near Rio de Janeiro,Brazil,Commercial,14.0,9.0,5.0,14.0,9.0,5.0,engine failure
"December 10, 1928",10:45,Spokane Airways,-,Colfax - Spokane,-,NC7687,4-AT-045,0,The aircraft crashed while attempting to land in fog.,Spokan, Washington,Commercial,5.0,3.0,2.0,5.0,3.0,2.0,weather
"December 11, 1928",00:00,Deutsche Lufthansa,-,Cologne -  Berlin,Junkers G-31,D-1473,3005,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.",Letzlingen, Germany,Commercial,4.0,1.0,3.0,3.0,0.0,3.0,engine failure
"December 20, 1928",00:00,National Air Transport,-,Cleveland - Chicago,Douglas M-4,NC790,653,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.,Huron, Ohio,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"December 23, 1928",00:00,Interstate Airlines,-,-,Fairchild FC-2,-,-,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.,Chattanooga, Tennessee,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,unknown
"December 31, 1928",00:00,CIDNA,-,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3359-40,0,Crashed into high ground in fog.,Reims, France,Commercial,3.0,2.0,1.0,2.0,2.0,0.0,weather
"January 05, 1929",00:00,Colonial Air Transport,-,-,Fairchild FC-2,NC5650,111,0,Struck a mountain slope  in poor weather.,Stafford Springs, Connecticut,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,weather
"January 18, 1929",00:00,Varney Air Lines,-,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,102,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,Cove, Oregon,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,landing or taking off
"January 25, 1929",00:00,Aeroespresso,-,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,053,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,Near Corfu, Greece,Commercial,9.0,7.0,2.0,2.0,7.0,2.0,weather
"January 31, 1929",00:00,Skyline Transportation Company,-,-,Travel Air 4000,NC6480,800,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.",Morgantown, West Virginia,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,landing or taking off
"January 31, 1929",00:00,Aeropostale,-,Agadir - Casablanca,Latecoere 26,F-AIMUF-AIMU,674,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons.",Off Morocco,-,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"March 17, 1929",17:00,Colonial Western Airlines,-,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.,Newark, New Jersey,Commercial,15.0,13.0,2.0,14.0,13.0,1.0,engine failure
"March 30, 1929",09:18,New Standard Airlines,-,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",Near Beaumont, California,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,weather
